fid,X,Y,area_no,name,type,era,year,place_1,place_2,detail,note_1,note_2,note_3,area,surveyed,description,photo,public_relations,confirmed,primary_image,height,width,depth,shape,material,inscription,statue_height,color,contradiction,need_action,status
"1395",139.5460084596,36.2254508861,"110",観音堂大黒天,甲子講,不明,,上赤生田町,,観音堂境内,甲子講の名残か,,,赤羽,,,,,FALSE,,52,,,丸彫大黒天,石造,風化著しく裏面に甲子の文字が読める,,,,,
"1396",139.5738001649,36.2234009071,"43",下新田大黒天,,文化元年,"1804",赤生田町,下新田,弁天池地内,柱型、笠部あり,,,赤羽,,,,,FALSE,,,,,,,,,,,,
"1397",139.5668141104,36.2291621124,"46",山田弁才天,天部像,昭和3年,"1928",赤生田町,山田,山神社境内,コンクリート製祠あり,,,赤羽,,,,,FALSE,,39.5,27,12,柱型,石造,"弁財天
 昭和三年 七月再建 山田講中",,,,,
"1398",139.5704883809,36.2316615784,"234",中宿弁才天,天部像,不明,,羽附旭町,中宿,弁天様境内,宮造りの中に納まっているため、弁才天の他は読めず,,,赤羽,,,,,FALSE,,36,19,12,柱型,石造,弁財天,,,,,
"1399",139.5682769448,36.2207551765,"87",中新田川入大権現,石祠等,明和8年,"1771",赤生田本町,中新田,谷田川土手,,,,赤羽,,,,,FALSE,,103.5,33.5,23,柱型,石造,"川入大権現 別当 退院 尊宜
 明和八辛卯歳三月吉日 笠原一家
  松本平右エ門
  横山次兵衛",,,,,
"1400",139.5745970982,36.2424547154,"137",陣谷水神宮,石祠等,大正12年,"1923",楠町,陣谷,陣谷入口,,,,赤羽,,,,,FALSE,,66,,,柱型 笠部あり,石造,"水神宮
 大正十二年 三月吉日",,,,,
"1401",139.5575983611,36.229620426,"37",子ノ神力石,その他石造物,寛政10年,"1798",赤生田町,子ノ神,子ノ神神社境内,,,,赤羽,,,,,FALSE,,75,43,27,丸型自然石,石造,"奉納力石三拾三貫目余御宝前
寛政十歳 七月吉日
 赤生田村 子ノ神",,,,,
"1403",139.5623034595,36.231556601,"15",種子不明板碑,,貞永2年,"1233",赤羽地区,,松本 幸太郎,,,,赤羽,,,,,FALSE,,62,19,,,,,,,,,
"1404",139.5623047853,36.2315966062,"16",種子不明板碑,,文永6年,"1269",赤羽地区,,松本 幸太郎,,,,赤羽,,,,,FALSE,,33,15,,,,,,,,,
"1405",139.5366995997,36.2483062321,"299",釈迦如来種子板碑,,文永10年,"1273",館林市,,,種子 バク,,,館林,,,,,FALSE,,42.7,17.5,,,,,,,,,
"1406",139.5625477941,36.2316693865,"17",種子不明板碑,,文永年間,1264～1275,赤羽地区,,松本 幸太郎,,,,赤羽,,,,,FALSE,,49,15,,,,,,,,,
"1407",139.4862150683,36.2196895501,"222",阿弥陀如来種子板碑,,弘安2年,"1279",三野谷地区,,小暮 卯一郎,種子 キリーク,,,三野谷,,,,,FALSE,,81.5,24.5,,,,,,,,,
"1409",139.540698642,36.2446114469,"246",阿弥陀如来種子板碑(上三林小暮卯一郎氏旧蔵､向山恭弘氏寄贈),如来像,永仁2年,"1294",城町,,館林市第一資料館,種子 キリーク、下欠,"隠刻銘、県史No,166、飯塚資料No,11、資料館目録：A-35-33、",2013年、市史調査で現存,館林,,,,,FALSE,,50,22.5,,,,,,,,,
"1410",139.528528514,36.2238870527,"85",釈迦如来種子板碑,,永仁3年,"1295",堀工町,,上堀工墓地,種子 バク,,,六郷,,,,,FALSE,,,,,,,,,,,,
"1411",139.5890100897,36.2652822248,"127",大島神社碑,,大正5年,"1916",大島町,,大島神社境内,,,,大島,,@,,,FALSE,,246,100,15,,,,,,,,
"1412",139.4859016487,36.2194015051,"227",阿弥陀三尊種子板碑,,乾元2年,"1303",三野谷地区,,坂本 直雄,種子 キリーク他,,,三野谷,,,,,FALSE,,,,,,,,,,,,
"1413",139.5139854605,36.2779344694,"134",種子不明板碑,,乾元年間,1302～1303,多々良地区,,常楽寺,,,,多々良,,,,,FALSE,,,,,,,,,,,,
"1414",139.5330885722,36.2560281449,"225",阿弥陀如来種子板碑,,嘉元2年,"1304",六郷地区,,館林中学校,種子 キリーク,,,六郷,,,,,FALSE,,,,,,,,,,,,
"1415",139.5407511053,36.2448394048,"254",釈迦如来種子板碑,,嘉元3年,"1305",城町,,館林市第一資料館,種子 バク,隠刻銘、資料館目録：A-35-14,2013年、市史調査で現存,館林,,,,,FALSE,,55,19.5,,,,,,,,,
"1416",139.4858451039,36.2193793477,"228",阿弥陀如来名号板碑,,嘉元3年,"1305",三野谷地区,,坂本 直雄,,,,三野谷,,,,,FALSE,,,,,,,,,,,,
"1417",139.5408229275,36.2448364375,"226",阿弥陀如来種子板碑,,嘉元4年,"1306",城町,,館林市第一資料館,種子 キリーク,"館林市第一資料館に移動済み？　隠刻銘、県史No,260、資料館目録：A-35-15",2013年、市史調査で現存,六郷,,,,,FALSE,,52,14.5,,,,,,,,,
"1418",139.5330800085,36.2558285343,"227",種子不明板碑,,嘉元4年,"1306",六郷地区,,館林中学校,,,,六郷,,,,,FALSE,,,,,,,,,,,,
"1419",139.4639267311,36.2206644641,"229",野辺阿弥陀三尊種子板碑,板碑,嘉元4年,"1306",野辺町,,坂本直雄,種子 キリーク他,図欠,,三野谷,,,,,FALSE,,50,30,,板碑,石造,嘉元四年,,,,,
"1420",139.5332026078,36.2558133603,"228",種子不明板碑,,徳治2年,"1307",六郷地区,,館林中学校,,,,六郷,,,,,FALSE,,,,,,,,,,,,
"1421",139.5664054976,36.2633039986,"101",釈迦如来種子板碑,,徳治2年,"1307",大島町,正儀内,春昌寺,種子 バク,,,大島,,,,,FALSE,,,,,,,,,,,,
"1422",139.5463619137,36.2507905411,"223",阿弥陀三尊種子板碑,,徳治2年,"1307",加法師町,,教王院,種子 キリーク他,,,館林,,,,,FALSE,,27,17,,,,,,,,,
"1423",139.5044168609,36.2557486928,"141",阿弥陀如来種子板碑,,正和3年,"1314",多々良地区,,手嶋 利三郎,種子 キリーク,,,多々良,,,,,FALSE,,,,,,,,,,,,
"1424",139.5170553659,36.2418832132,"229",種子不明板碑,,元応元年,"1319",六郷地区,,松島 宮次郎,,,,六郷,,,,,FALSE,,,,,,,,,,,,
"1425",139.5170989096,36.241831785,"230",阿弥陀如来種子板碑,,元応2年,"1320",六郷地区,,松島 宮次郎,種子 キリーク,,,六郷,,,,,FALSE,,,,,,,,,,,,
"1426",139.4862877687,36.2194119321,"214",阿弥陀如来種子板碑,,元応2年,"1320",三野谷地区,,荻原 鉱三,種子 キリーク,,,三野谷,,,,,FALSE,,,,,,,,,,,,
"1427",139.5662782491,36.2633600479,"96",阿弥陀如来種子板碑,,元応3年,"1321",大島町,正儀内,春昌寺,種子 キリーク,,,大島,,,,,FALSE,,,,,,,,,,,,
"1428",139.5138068224,36.2779010787,"135",阿弥陀如来種子板碑,,元享3年,"1323",多々良地区,,常楽寺,種子 キリーク,,,多々良,,,,,FALSE,,,,,,,,,,,,
"1429",139.5171059195,36.2419289822,"231",種子不明板碑,,正中2年,"1325",六郷地区,,松島 宮次郎,,,,六郷,,,,,FALSE,,,,,,,,,,,,
"1430",139.4863216956,36.2196335053,"223",阿弥陀三尊種子板碑,,正中2年,"1325",三野谷地区,,小暮 卯一郎,種子 キリーク他,,,三野谷,,,,,FALSE,,,,,,,,,,,,
"1431",139.5044209087,36.2558512509,"126",釈迦如来種子板碑,,正中年間,1324～1326,多々良地区,,井汲 武雄,種子 バク,,,多々良,,,,,FALSE,,,,,,,,,,,,
"1432",139.5045223048,36.2558943368,"125",阿弥陀如来種子板碑,,嘉暦元年,"1326",多々良地区,,飯塚 幸四郎,種子 キリーク,,,多々良,,,,,FALSE,,,,,,,,,,,,
"1433",139.562414361,36.2317412382,"7",阿弥陀如来種子板碑,,嘉暦3年,"1328",赤羽地区,,塩田 正,種子 キリーク,,,赤羽,,,,,FALSE,,45,18,,,,,,,,,
"1434",139.4857934058,36.2194158422,"230",阿弥陀如来種子板碑,,元徳元年,"1329",三野谷地区,,坂本 直雄,種子 キリーク,,,三野谷,,,,,FALSE,,,,,,,,,,,,
"1435",139.5407162096,36.2446046115,"256",阿弥陀三尊種子板碑(大島妙善寺出土､文化振興課採取),,元徳年間,1329～1331,城町,,館林市第一資料館,種子 キリーク他、上下二石に分割,隠刻銘、資料館目録：A-25-11(1)(2),2013年、市史調査で現存,館林,,,,,FALSE,,20,11,,,,,,,,,
"1436",139.4862780753,36.219464067,"215",阿弥陀如来種子板碑,,建武2年,"1335",三野谷地区,,荻原 鉱三,種子 キリーク,,,三野谷,,,,,FALSE,,,,,,,,,,,,
"1437",139.5779063141,36.2247312206,"11",種子不明板碑,,建武4年,"1337",赤羽地区,,下新田墓地,,,,赤羽,,,,,FALSE,,21,20,,,,,,,,,
"1439",139.4863362357,36.2194484265,"216",阿弥陀如来種子板碑,,建武4年,"1337",三野谷地区,,荻原 鉱三,種子 キリーク,,,三野谷,,,,,FALSE,,,,,,,,,,,,
"1440",139.5406345192,36.2446788484,"259",種子不明板碑(大手町寺島凱氏旧蔵),,建武年間,1334～1336,城町,,館林市第一資料館,光明真言、上欠,"隠刻銘、県史No,828、飯塚資料No,52、資料館目録：A-35-26",2013年、市史調査で現存,館林,,,,,FALSE,,40,19,,,,,,,,,
"1441",139.5367132973,36.2482753927,"301",阿弥陀如来種子板碑,,建武年間,1334～1336,館林地区,,杉本 八代,種子 キリーク,,,館林,,,,,FALSE,,27,16,,,,,,,,,
"1442",139.486219915,36.2194810108,"217",阿弥陀如来種子板碑,,暦応3年,"1340",三野谷地区,,荻原 鉱三,種子 キリーク,,,三野谷,,,,,FALSE,,,,,,,,,,,,
"1443",139.4863491602,36.2193988983,"218",阿弥陀如来種子板碑,,暦応3年,"1340",三野谷地区,,荻原 鉱三,種子 キリーク,,,三野谷,,,,,FALSE,,,,,,,,,,,,
"1444",139.5407557004,36.2448097725,"297",阿弥陀如来種子板碑,,暦応6年,"1343",城町,,館林市第一資料館,種子 キリーク,"『群』現物未確認、『板碑集録』による(飯塚報)、隠刻銘、県史No,909、寸法：53×19",2013年、市史調査で現存,館林,,,,,FALSE,,53,19,,,,,,,,,
"1446",139.5801895796,36.2637571244,"40",種子不明板碑,,康永2年,"1343",大島町,山王,吉祥寺,,,,大島,,,,,FALSE,,,,,,,,,,,,
"1447",139.4862150683,36.2196413255,"224",阿弥陀如来種子板碑,,康永6年,"1347",三野谷地区,,小暮 卯一郎,種子 キリーク,,,三野谷,,,,,FALSE,,,,,,,,,,,,
"1450",139.5715910101,36.2296082035,"298",阿弥陀如来種子板碑,,貞和4年,"1348",羽附町,,宝秀寺,種子 キリーク,,,赤羽,,,,,FALSE,,68,21.8,,,,,,,,,
"1451",139.5294390367,36.2532251953,"122",阿弥陀如来種子板碑,,貞和年間,1345～1350,西本町,,法泉寺,種子 キリーク,,,館林,,,,,FALSE,,52,21,,,,,,,,,
"1452",139.486405705,36.2194262692,"219",釈迦如来種子板碑,,観応2年,"1351",三野谷地区,,荻原 鉱三,種子 バク,,,三野谷,,,,,FALSE,,,,,,,,,,,,
"1453",139.5663484916,36.2633656345,"97",阿弥陀如来種子板碑,,観応3年,"1352",大島町,正儀内,春昌寺,種子 キリーク,,,大島,,,,,FALSE,,,,,,,,,,,,
"1454",139.5407097751,36.2448287054,"257",阿弥陀三尊種子板碑(侭田信彦氏旧蔵),,観応3年,"1352",城町,,館林市第一資料館,種子 キリーク他,"『群』2214と重複か、要確認　隠刻銘、県史No,1103、飯塚資料No,67、資料館目録A-35－17",2013年、市史調査で現存,館林,,,,,FALSE,,54.5,20,,,,,,,,,
"1455",139.5170862134,36.2420344143,"222",阿弥陀如来種子板碑,,延文2年,"1357",六郷地区,,小林 英作,種子 キリーク,,,六郷,,,,,FALSE,,,,,,,,,,,,
"1458",139.5463051106,36.2507072037,"227",釈迦如来種子板碑,,延文3年,"1358",加法師町,,教王院（高久 裕俊）,種子 バク,,,館林,,,,,FALSE,,50,19,,,,,,,,,
"1459",139.4863830871,36.2193584937,"220",釈迦如来種子板碑,,延文5年,"1360",三野谷地区,,荻原 鉱三,種子 バク,,,三野谷,,,,,FALSE,,,,,,,,,,,,
"1460",139.5271626241,36.2489772149,"64",阿弥陀如来種子板碑,,延文6年,"1361",栄町,,覚応寺,種子 キリーク,,,館林,,,,,FALSE,,92,25,,,,,,,,,
"1461",139.5209979665,36.2676148249,"129",種子不明板碑,,延文6年,"1361",多々良地区,,源清寺,,,,多々良,,,,,FALSE,,,,,,,,,,,,
"1462",139.5341084092,36.2547943687,"60",種子不明板碑,,延文年間,1356～1361,台宿町,,五宝寺,,,,館林,,,,,FALSE,,,,,,,,,,,,
"1463",139.5408666944,36.2447128127,"247",阿弥陀如来種子板碑(向山恭弘氏寄贈),如来像,貞治4年,"1365",城町,,館林市第一資料館,種子 キリーク,"隠刻銘、県史No,1384、資料館目録：A-35-32",2013年、市史調査で現存,館林,,,,,FALSE,,60,20,,,,,,,,,
"1465",139.5408455672,36.2447800959,"248",阿弥陀如来種子板碑(向山恭弘氏寄贈),如来像,貞治年間,1362～1368,城町,,館林市第一資料館,種子 キリーク、下欠,"隠刻銘、県史No,1444、資料館目録：A-35-34",2013年、市史調査で現存,館林,,,,,FALSE,,38.5,18.5,,,,,,,,,
"1466",139.5173078443,36.2216663292,"16",種子不明板碑,,応安3年,"1370",青柳町,,龍積寺,,,,六郷,,,,,FALSE,,,,,,,,,,,,
"1467",139.5406351313,36.2448155616,"249",阿弥陀如来種子板碑(向山恭弘氏寄贈),如来像,永和3年,"1377",城町,,館林市第一資料館,種子 キリーク、下欠,"隠刻銘、県史No,1544、資料館目録：A-35-31",2013年、市史調査で現存,館林,,,,,FALSE,,54,24,,,,,,,,,
"1468",139.5741232153,36.2599936293,"86",阿弥陀如来種子板碑,,永和3年,"1377",大島町,,明善寺,種子 キリーク,,,大島,,,,,FALSE,,,,,,,,,,,,
"1469",139.5045826089,36.2558318485,"140",釈迦如来種子板碑,,永和3年,"1377",多々良地区,,津布久 重義,種子 バク,,,多々良,,,,,FALSE,,,,,,,,,,,,
"1470",139.5171113055,36.2418446311,"212",釈迦如来種子板碑,,永和3年,"1377",六郷地区,,阿部 与平,種子 バク,,,六郷,,,,,FALSE,,,,,,,,,,,,
"1471",139.5172757079,36.2419739705,"213",種子不明板碑,,永和4年,"1378",六郷地区,,阿部 与平,,,,六郷,,,,,FALSE,,,,,,,,,,,,
"1472",139.517194563,36.2419747741,"214",釈迦如来種子板碑,,永和5年,"1379",六郷地区,,阿部 与平,種子 バク,,,六郷,,,,,FALSE,,,,,,,,,,,,
"1473",139.5462509219,36.2506881365,"228",釈迦如来種子板碑,,永和5年,"1379",加法師町,,教王院（高久 裕俊）,種子 バク,,,館林,,,,,FALSE,,39,21,,,,,,,,,
"1474",139.5173157905,36.2419333571,"215",釈迦如来種子板碑,,永和5年,"1379",六郷地区,,阿部 与平,種子 バク,,,六郷,,,,,FALSE,,,,,,,,,,,,
"1475",139.5463543187,36.2507948155,"229",種子不明板碑,,康暦2年,"1380",加法師町,,教王院（高久 裕俊）,,,,館林,,,,,FALSE,,43,21.5,,,,,,,,,
"1476",139.4862619197,36.2196204716,"225",大日如来種子板碑,,明徳2年,"1391",三野谷地区,,小暮 卯一郎,種子 バン,,,三野谷,,,,,FALSE,,,,,,,,,,,,
"1477",139.4862716131,36.2196647861,"226",大日如来種子板碑,,明徳3年,"1392",三野谷地区,,小暮 卯一郎,種子 バン,,,三野谷,,,,,FALSE,,,,,,,,,,,,
"1478",139.549458785,36.2346333282,"296",阿弥陀如来名号板碑,,明徳4年,"1393",羽附町,,普済寺,,,,赤羽,,,,,FALSE,,41,29.5,,,,,,,,,
"1479",139.5609128533,36.2501359861,"31",阿弥陀如来種子板碑,,応永2年,"1395",郷谷地区,,岩尾 貞和,種子 キリーク,,,郷谷,,,,,FALSE,,75,23,,,,,,,,,
"1480",139.5294509615,36.2533437339,"123",阿弥陀如来種子板碑,,応永4年,"1397",西本町,,法泉寺,種子 キリーク,,,館林,,,,,FALSE,,52,21,,,,,,,,,
"1481",139.5171122815,36.242049079,"216",阿弥陀如来種子板碑,,応永4年,"1397",六郷地区,,阿部 与平,種子 キリーク,,,六郷,,,,,FALSE,,,,,,,,,,,,
"1482",139.521063316,36.267596303,"130",大日如来種子板碑,,応永7年,"1400",多々良地区,,源清寺,種子 バン,,,多々良,,,,,FALSE,,,,,,,,,,,,
"1483",139.5172093942,36.2418035498,"217",大日如来種子板碑,,応永8年,"1401",六郷地区,,阿部 与平,種子 バン,,,六郷,,,,,FALSE,,,,,,,,,,,,
"1484",139.5664195755,36.2633216399,"98",阿弥陀如来種子板碑,,応永18年,"1411",大島町,正儀内,春昌寺,種子 キリーク,,,大島,,,,,FALSE,,,,,,,,,,,,
"1485",139.5623958406,36.2317264593,"14",種子不明板碑,,応永32年,"1425",赤羽地区,,半田 隆伯,,,,赤羽,,,,,FALSE,,26,13.5,,,,,,,,,
"1486",139.5462730602,36.2508396003,"230",阿弥陀如来種子板碑,,応永年間,1394～1428,加法師町,,教王院（高久 裕俊）,種子 キリーク,,,館林,,,,,FALSE,,27,18,,,,,,,,,
"1487",139.5354574395,36.2676918276,"172",種子不明板碑,,正長4年,"1431",渡瀬地区,,館林市,,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"1488",139.5292835411,36.2533695667,"124",大日如来種子板碑,,長禄5年,"1461",西本町,,法泉寺,種子 バン,,,館林,,,,,FALSE,,41,14,,,,,,,,,
"1489",139.5408537208,36.2447522955,"260",種子不明板碑,,応仁年間,1467～1469,城町,,市立資料館,,,,館林,,,,,FALSE,,39.5,21,,,,,,,,,
"1490",139.5495261516,36.2344794636,"295",阿弥陀如来種子板碑,,文明8年,"1476",羽附町,,普済寺,種子 キリーク,,,赤羽,,,,,FALSE,,40,15,,,,,,,,,
"1491",139.5294643626,36.2532962367,"125",大日如来種子板碑,,文明10年,"1478",西本町,,法泉寺,種子 バン,,,館林,,,,,FALSE,,44,13,,,,,,,,,
"1492",139.5049779833,36.2761654595,"143",阿弥陀如来種子板碑,,文明10年,"1478",多々良地区,,日向共同墓地,種子 キリーク,,,多々良,,,,,FALSE,,,,,,,,,,,,
"1493",139.5171719464,36.2215544954,"17",阿弥陀如来種子板碑,,文明13年,"1481",青柳町,,龍積寺,種子 キリーク,,,六郷,,,,,FALSE,,,,,,,,,,,,
"1494",139.5147200025,36.2636571307,"107",阿弥陀三尊種子板碑,,文明年間,1469～1487,多々良地区,,龍興寺,種子 キリーク他,,,多々良,,,,,FALSE,,,,,,,,,,,,
"1495",139.5803485439,36.2638865967,"31",阿弥陀如来種子板碑,,延徳5年,"1493",大島町,山王,吉祥寺,種子 キリーク,,,大島,,,,,FALSE,,,,,,,,,,,,
"1496",139.5407124175,36.2447410266,"258",阿弥陀三尊種子板碑,,明応5年,"1496",城町,,館林市第一資料館,種子 キリーク他、上部欠,隠刻銘,2013年、市史調査で現存,館林,,,,,FALSE,,67,22,,,,,,,,,
"1497",139.5044395992,36.255773461,"137",種子不明板碑,,大永3年,"1523",多々良地区,,館林市,,,,多々良,,,,,FALSE,,,,,,,,,,,,
"1498",139.540667277,36.2448019784,"255",釈迦如来種子板碑,,不明,,城町,,市立資料館,種子 バク,,,館林,,,,,FALSE,,,,,,,,,,,,
"1499",139.5406001067,36.2447797392,"250",阿弥陀如来種子板碑,,不明,,城町,,市立資料館,種子 キリーク,,,館林,,,,,FALSE,,,,,,,,,,,,
"1500",139.56637012,36.2633417839,"107",種子不明板碑,,不明,,大島町,正儀内,春昌寺,,,,大島,,,,,FALSE,,,,,,,,,,,,
"1501",139.5407263255,36.2447318178,"251",阿弥陀如来種子板碑,,不明,,城町,,市立資料館,種子 キリーク,,,館林,,,,,FALSE,,,,,,,,,,,,
"1502",139.5353290472,36.2678534842,"171",種子不明板碑,,不明,,渡瀬地区,,金子 公哉,,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"1503",139.5210974926,36.2675247921,"131",種子不明板碑,,不明,,多々良地区,,源清寺,,,,多々良,,,,,FALSE,,,,,,,,,,,,
"1504",139.5562066301,36.2461036412,"121",種子不明板碑,,不明,,当郷町,,善長寺,,,,郷谷,,,,,FALSE,,76,23,,,,,,,,,
"1506",139.5047696451,36.2760776694,"144",種子不明板碑,,不明,,多々良地区,,日向共同墓地,,,,多々良,,,,,FALSE,,,,,,,,,,,,
"1507",139.56247203,36.2316217442,"22",種子不明板碑,,不明,,赤羽地区,,渡辺 義雄,,,,赤羽,,,,,FALSE,,36,24.9,,,,,,,,,
"1508",139.5292875211,36.2533200269,"126",阿弥陀如来種子板碑,,不明,,西本町,,法泉寺,種子 キリーク,,,館林,,,,,FALSE,,56,17,,,,,,,,,
"1509",139.5049862442,36.2762791956,"145",種子不明板碑,,不明,,多々良地区,,日向共同墓地,,,,多々良,,,,,FALSE,,,,,,,,,,,,
"1510",139.5623801195,36.2317435588,"23",種子不明板碑,,不明,,赤羽地区,,渡辺 義雄,,,,赤羽,,,,,FALSE,,27.2,21,,,,,,,,,
"1511",139.4919361885,36.2167368749,"212",上三林種子不明板碑,板碑,不明,,上三林町,,川島恵次,図欠,,,三野谷,,,,,FALSE,,20,13,,板碑,月十日,石造,,,,,
"1512",139.5407327213,36.244589606,"233",阿弥陀三尊種子板碑,,不明,,城町,（赤羽）,市立資料館,種子 キリーク他,,,館林,,,,,FALSE,,54,27,,,,,,,,,
"1513",139.5406274652,36.2447363799,"234",阿弥陀如来種子板碑,,不明,,城町,（赤羽）,市立資料館,種子 キリーク,,,館林,,,,,FALSE,,59,23,,,,,,,,,
"1514",139.5406414516,36.2447564305,"252",阿弥陀如来種子板碑,,不明,,城町,,市立資料館,種子 キリーク,,,館林,,,,,FALSE,,,,,,,,,,,,
"1515",139.5406745243,36.2445835792,"261",種子不明板碑,,不明,,城町,,市立資料館,,,,館林,,,,,FALSE,,20,15,,,,,,,,,
"1516",139.5406764628,36.2446928803,"253",阿弥陀如来種子板碑,,不明,,城町,,市立資料館,種子 キリーク,,,館林,,,,,FALSE,,,,,,,,,,,,
"1517",139.5408287822,36.2445836256,"232",種子不明板碑(文化振興課採取),,不明,,城町,（館林）,館林市第一資料館,板碑断片,館林城跡三の丸土塁出土、資料館目録：A-25-12,2013年、市史調査で現存,館林,,,,,FALSE,,12,4,,,,,,,,,
"1518",139.5407757239,36.2447237167,"235",阿弥陀如来種子板碑,,不明,,城町,（板倉）,市立資料館,種子 キリーク,,,館林,,,,,FALSE,,29,16,,,,,,,,,
"1519",139.5389886384,36.2515811342,"13",阿弥陀三尊種子板碑,,不明,,朝日町,,円教寺,種子 キリーク他,,,館林,,,,,FALSE,,73,27,,,,,,,,,
"1520",139.5391077489,36.2515201546,"14",阿弥陀如来種子板碑,,不明,,朝日町,,円教寺,種子 キリーク,,,館林,,,,,FALSE,,43,23,,,,,,,,,
"1521",139.5388486309,36.251512929,"15",阿弥陀如来種子板碑,,不明,,朝日町,,円教寺,種子 キリーク,,,館林,,,,,FALSE,,32,17.5,,,,,,,,,
"1522",139.5367544491,36.2483270977,"300",阿弥陀如来画像板碑,,不明,,館林地区,,後閑 嘉一郎,,,,館林,,,,,FALSE,,65,23.5,,,,,,,,,
"1523",139.5368935982,36.2484547182,"303",釈迦如来種子板碑,,不明,,館林地区,,三ッ森 洋三,種子 バク,,,館林,,,,,FALSE,,23,15.7,,,,,,,,,
"1524",139.5366944824,36.2482887591,"302",阿弥陀如来種子板碑,,不明,,館林地区,,宮杉 あさ,種子 キリーク,,,館林,,,,,FALSE,,130,40,,,,,,,,,
"1525",139.5463778491,36.2509139343,"226",阿弥陀如来種子板碑,,不明,,加法師町,,教王院（高久 裕俊）,種子 キリーク,,,館林,,,,,FALSE,,23,21.5,,,,,,,,,
"1526",139.58020571,36.2637915213,"32",阿弥陀如来種子板碑,,不明,,大島町,山王,吉祥寺,種子 キリーク,,,大島,,,,,FALSE,,,,,,,,,,,,
"1527",139.5802319679,36.2638152011,"33",阿弥陀如来種子板碑,,不明,,大島町,山王,吉祥寺,種子 キリーク,,,大島,,,,,FALSE,,,,,,,,,,,,
"1528",139.5801222026,36.2636466277,"34",阿弥陀如来種子板碑,,不明,,大島町,山王,吉祥寺,種子 キリーク,,,大島,,,,,FALSE,,,,,,,,,,,,
"1529",139.580173449,36.2638721661,"41",種子不明板碑,,不明,,大島町,山王,吉祥寺,,,,大島,,,,,FALSE,,,,,,,,,,,,
"1530",139.5663028653,36.2631766447,"99",阿弥陀如来種子板碑,,不明,,大島町,正儀内,春昌寺,種子 キリーク,,,大島,,,,,FALSE,,,,,,,,,,,,
"1531",139.566326172,36.2632394885,"100",阿弥陀如来種子板碑,,不明,,大島町,正儀内,春昌寺,種子 キリーク,,,大島,,,,,FALSE,,,,,,,,,,,,
"1532",139.5664394252,36.2632191399,"108",種子不明板碑,,不明,,大島町,正儀内,春昌寺,,,,大島,,,,,FALSE,,,,,,,,,,,,
"1533",139.5742415124,36.259969044,"85",阿弥陀如来種子板碑,,不明,,大島町,寄居,明善寺,種子 キリーク,,,大島,,,,,FALSE,,,,,,,,,,,,
"1534",139.5714091404,36.2295775915,"299",阿弥陀如来種子板碑,,不明,,羽附町,,宝秀寺,種子 キリーク,,,赤羽,,,,,FALSE,,41,18.5,,,,,,,,,
"1535",139.577910583,36.2247151725,"10",阿弥陀三尊種子板碑,,不明,,赤羽地区,,下新田墓地,種子 キリーク他,,,赤羽,,,,,FALSE,,56,25,,,,,,,,,
"1536",139.5611659923,36.2326446037,"2",阿弥陀三尊種子板碑,,不明,,赤羽地区,,赤羽村国民学校,種子 キリーク他,,,赤羽,,,,,FALSE,,45,25.5,,,,,,,,,
"1537",139.561380277,36.2326801837,"3",種子不明板碑,,不明,,赤羽地区,,赤羽村国民学校,,,,赤羽,,,,,FALSE,,51,25.5,,,,,,,,,
"1539",139.5623531584,36.2316921635,"5",阿弥陀如来種子板碑,,不明,,赤羽地区,,坂村 孝,種子 キリーク,,,赤羽,,,,,FALSE,,22,9.5,,,,,,,,,
"1540",139.5625126424,36.2317519334,"6",種子不明板碑,,不明,,赤羽地区,,坂村 孝,,,,赤羽,,,,,FALSE,,22.5,15.5,,,,,,,,,
"1541",139.562447326,36.2317022545,"13",阿弥陀如来種子板碑,,不明,,赤羽地区,,半田 隆伯,種子 キリーク,,,赤羽,,,,,FALSE,,16.5,10.5,,,,,,,,,
"1544",139.5624670594,36.2315869389,"12",阿弥陀如来種子板碑,,不明,,赤羽地区,,館林市,種子 キリーク,,,赤羽,,,,,FALSE,,19,11,,,,,,,,,
"1545",139.5312582254,36.2243763756,"105",種子不明板碑,,不明,,堀工町,,茂林寺,,,,六郷,,,,,FALSE,,,,,,,,,,,,
"1546",139.5172059821,36.2420615746,"211",阿弥陀如来種子板碑,,不明,,六郷地区,,赤土共同墓地,種子 キリーク,,,六郷,,,,,FALSE,,,,,,,,,,,,
"1547",139.5171338319,36.242045089,"221",阿弥陀如来種子板碑,,不明,,六郷地区,,金子 利政,種子 キリーク,,,六郷,,,,,FALSE,,,,,,,,,,,,
"1548",139.5170882655,36.2418962927,"223",阿弥陀如来種子板碑,,不明,,六郷地区,,正田農場,種子 キリーク,,,六郷,,,,,FALSE,,,,,,,,,,,,
"1549",139.5171225734,36.2420243589,"224",釈迦如来種子板碑,,不明,,六郷地区,,正田農場,種子 バク,,,六郷,,,,,FALSE,,,,,,,,,,,,
"1551",139.4858499506,36.219432786,"231",阿弥陀三尊種子板碑,,不明,,三野谷地区,,坂本 力一,種子 キリーク他,,,三野谷,,,,,FALSE,,,,,,,,,,,,
"1552",139.4857950214,36.2194627636,"232",阿弥陀如来種子板碑,,不明,,三野谷地区,,坂本 力一,種子 キリーク,,,三野谷,,,,,FALSE,,,,,,,,,,,,
