入力No.,地区No.,名称,種別,年代,西暦,所在地①,所在地②,詳細,備考①,備考②,備考③,参考文献,地区,調査日,解説,写真,広報,緯度（世界）,経度（世界）,緯度_度,緯度_分,緯度_秒,経度_度,経度_分,経度_秒
1439,216,阿弥陀如来種子板碑,,建武4年,1337,三野谷地区,,荻原 鉱三,種子 キリーク,,高幅厚,②⑧956,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
1442,217,阿弥陀如来種子板碑,,暦応3年,1340,三野谷地区,,荻原 鉱三,種子 キリーク,,高幅厚,②⑧956,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
1443,218,阿弥陀如来種子板碑,,暦応3年,1340,三野谷地区,,荻原 鉱三,種子 キリーク,,高幅厚,②⑧956,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
1452,219,釈迦如来種子板碑,,観応2年,1351,三野谷地区,,荻原 鉱三,種子 バク,,高幅厚,②⑧957,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
1459,220,釈迦如来種子板碑,,延文5年,1360,三野谷地区,,荻原 鉱三,種子 バク,,高幅厚,②⑧957,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
1550,221,阿弥陀如来種子板碑,,不明,,三野谷地区,,川島 恵次,種子 キリーク,,高幅厚,②,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
1407,222,阿弥陀如来種子板碑,,弘安2年,1279,三野谷地区,,小暮 卯一郎,種子 キリーク,,高81.5幅24.5,②432⑧955,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
1430,223,阿弥陀三尊種子板碑,,正中2年,1325,三野谷地区,,小暮 卯一郎,種子 キリーク他,,高幅厚,②⑧956,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
1447,224,阿弥陀如来種子板碑,,康永6年,1347,三野谷地区,,小暮 卯一郎,種子 キリーク,,高幅厚,②,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
1476,225,大日如来種子板碑,,明徳2年,1391,三野谷地区,,小暮 卯一郎,種子 バン,,高幅厚,②⑧957,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
1477,226,大日如来種子板碑,,明徳3年,1392,三野谷地区,,小暮 卯一郎,種子 バン,,高幅厚,②⑧957,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
1412,227,阿弥陀三尊種子板碑,,乾元2年,1303,三野谷地区,,坂本 直雄,種子 キリーク他,,高幅厚,②⑧955,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
1416,228,阿弥陀如来名号板碑,,嘉元3年,1305,三野谷地区,,坂本 直雄,,,高幅厚,②⑧955,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
1419,229,阿弥陀三尊種子板碑,,嘉元4年,1306,三野谷地区,,坂本 直雄,種子 キリーク他,,高幅厚,②⑧955,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
1434,230,阿弥陀如来種子板碑,,元徳元年,1329,三野谷地区,,坂本 直雄,種子 キリーク,,高幅厚,②⑧956,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
1551,231,阿弥陀三尊種子板碑,,不明,,三野谷地区,,坂本 力一,種子 キリーク他,,高幅厚,②,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
1552,232,阿弥陀如来種子板碑,,不明,,三野谷地区,,坂本 力一,種子 キリーク,,高幅厚,②,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
931,1,天保馬頭尊,,天保2年,1831,岡野町,,馬洗場,柱型、文字,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
973,2,馬洗場馬頭尊,,不明,,岡野町,,馬洗場,柱型、文字,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
924,3,安永碑型馬頭尊,,安永3年,1774,岡野町,,岡野共同墓地,碑型、文字,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
925,4,安永馬頭尊,,安永4年,1775,岡野町,,岡野共同墓地,舟型背面、像浮彫,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
926,5,岡野碑型馬頭尊,,安永6年,1777,岡野町,,岡野共同墓地,碑型、文字,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
927,6,寛政馬頭尊,,寛政8年,1796,岡野町,,岡野共同墓地,碑型、文字,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
929,7,赤坂馬頭尊,,文化2年,1805,岡野町,,岡野共同墓地,駒型、像浮彫,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
939,8,文久馬頭尊,,文久2年,1862,岡野町,,岡野共同墓地,駒型、文字,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
944,9,岡野惣村馬頭尊,,明治10年,1877,岡野町,,岡野共同墓地,駒型、文字,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
954,10,日露戦役馬頭尊,,明治38年,1905,岡野町,,岡野共同墓地,碑型、文字,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
978,11,岡野十九夜塔,,明治4年,1871,岡野町,,岡野共同墓地,駒型、半肉浮彫,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
986,12,延宝三猿庚申塔,,延宝3年,1675,岡野町,,岡野共同墓地入口,三猿、青面金剛像,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
992,13,寛延庚申塔,,寛延元年,1748,岡野町,,岡野共同墓地入口,厚碑型、文字,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1023,14,岡野道祖神,道標,文化元年,1804,岡野町,,川島家,柱型、神像、浮彫,,高幅厚,⑤,多々良,,@,,15/4,0.00000000 ,0.00000000 ,,,,,,
1017,15,岡野道祖神道標,道標,文化元年,1804,岡野町,,,柱型,,高幅厚,②501⑤⑧776,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
791,16,休泊如意輪供養尊,坐像,寛政2年,1790,北成島町,,休泊共同墓地,丸彫,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
891,17,寛政普門品供養塔,,寛政8年,1796,北成島町,,休泊共同墓地,柱型,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
893,18,大谷原開拓農民先祖の墓,,天保6年,1835,北成島町,,休泊共同墓地,柱型,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
740,19,休泊若中念仏地蔵尊,立像,享保3年,1718,北成島町,,休泊共同墓地入口,丸彫,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
744,20,休泊宝暦念仏地蔵尊,立像,宝暦4年,1754,北成島町,,休泊共同墓地入口,丸彫,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
881,21,休泊道祖神,,寛政4年,1792,北成島町,,休泊大了庵入り口,石殿造,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
822,22,大了庵萬延庚申塔,,萬延元年,1860,北成島町,,休泊大了庵入口,柱型、文字,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
733,23,休泊十一面観世音,坐像,不明,,北成島町,,休泊墓域内,丸彫,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
784,24,欠損馬頭尊,,不明,,北成島町,,休泊墓域内,柱型、文字,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
797,25,休泊十九夜塔,,昭和14年,1939,北成島町,,休泊墓域内,柱型、文字,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
828,26,休泊三猿庚申塔,,不明,,北成島町,,休泊墓域内,三猿、青面金剛像,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
885,27,休泊正徳回国塔,,正徳元年,1711,北成島町,,休泊墓域内,柱型,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
886,28,休泊元文回国塔,,元文6年,1741,北成島町,,休泊墓域内,柱型,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
754,29,休泊首なし無銘地蔵尊,立像,江戸時代,,北成島町,,休泊墓地内,丸彫,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
783,30,碑型無銘馬頭尊,,不明,,北成島町,,大了庵入口,碑型、文字,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
816,31,寛保三猿文字庚申塔,,寛保3年,1743,北成島町,,二ッ屋,三猿,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
777,32,彦次郎馬頭尊,,明治37年,1904,木戸町,,516-1,柱型、文字,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
793,33,木戸道標念佛供養塔,道標,寛政10年,1798,木戸町,,679-1,柱型、文字,,高幅厚,⑤,多々良,,@,,16/2,0.00000000 ,0.00000000 ,,,,,,
767,34,中村馬頭尊,,天保13年,1842,木戸町,東,悪土馬捨場,柱型、文字,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
769,35,馬捨場馬頭尊,,嘉永4年,1851,木戸町,東,悪土馬捨場,柱型、文字,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
785,36,悪土馬頭尊,,不明,,木戸町,東,馬捨場,駒型、文字,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
758,37,天明馬頭尊,,天明6年,1786,木戸町,東,馬捨場,舟型背面、像浮彫,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
897,38,権太郎さま,,不明,,木戸町,,江中湖畔,屋型石殿造,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
806,39,縁切橋三猿庚申塔,,延宝8年,1680,木戸町,,縁切橋南堤下,三猿、青面金剛像,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
873,40,木戸念佛供養道標,道標,寛政10年,1798,木戸町,,木戸道東,柱型,,高幅厚,②499⑤⑧776,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
834,41,暦応三年釈迦一尊板碑,,暦応3年,1340,木戸町,,常楽寺,種子 バク,,高幅厚,②444⑤⑧956,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
836,42,延文五年釈迦一尊板碑,,延文5年,1360,木戸町,,常楽寺,種子 バク,,高幅厚,②450⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
838,43,応永四年大日一尊板碑,,応永4年,1397,木戸町,,常楽寺,種子 バン,,高幅厚,②456⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
840,44,明応板碑,,明応年間,1492～1500,木戸町,,常楽寺,種子不詳,,高幅厚,②462⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
857,45,常楽寺宝篋印塔（1）,,寛永14年,1637,木戸町,,常楽寺,,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
858,46,常楽寺宝篋印塔（2）,,寛文8年,1668,木戸町,,常楽寺,,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
859,47,常楽寺宝篋印塔（3）,,延宝元年,1673,木戸町,,常楽寺,,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
860,48,常楽寺宝篋印塔（4）,,寛保4年,1744,木戸町,,常楽寺,宝塔,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
861,49,常楽寺宝篋印塔（5）,,不明,,木戸町,,常楽寺,相輪2、笠部4、塔身2,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
727,50,延宝念仏阿弥陀尊,,延宝8年,1680,木戸町,,常楽寺入口,舟型背面、浮彫,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
730,51,宝暦飯島聖観音,立像,宝暦12年,1762,木戸町,,常楽寺入口,丸彫,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
780,52,大正山中馬頭尊,,大正6年,1917,木戸町,,常楽寺入口,碑型、文字,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
729,53,廻国聖観音,浮彫立像,寛文10年,1670,木戸町,,常楽寺境内,舟型背面,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
747,54,常楽寺丸彫地蔵尊,,宝暦13年,1763,木戸町,,常楽寺境内,丸彫,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
753,55,やきもち地蔵尊,座像,不明,,木戸町,,常楽寺境内,丸彫,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
762,56,常楽寺三面馬頭尊,,文化13年,1816,木戸町,,常楽寺境内,舟型背面、浮彫,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
790,57,常楽寺如意輪百番供養塔,坐像,天明3年,1783,木戸町,,常楽寺境内,舟型背面、浮彫,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1719,58,飯島祐之翁記念碑,,昭和55年,1980,木戸町,,常楽寺境内,,,高133幅185厚21,①,多々良,2020/11破壊,,,,0.00000000 ,0.00000000 ,,,,,,
1720,59,本堂屋根改築記念碑,,不詳,,木戸町,,常楽寺境内,,,高237幅102厚12,①,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1721,60,伽藍中興記念之碑,,昭和43年,1968,木戸町,,常楽寺境内,,,高237幅105厚15,①,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
888,61,即善回国塔,,明和元年,1764,木戸町,,深諦寺,駒型,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
731,62,聖観音普門品供養,,安政2年,1855,木戸町,,深諦寺境内,丸彫、文字,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
736,63,河島元禄地蔵尊,,元禄16年,1703,木戸町,,深諦寺境内,背面、浮彫,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
746,64,宝暦念佛地蔵尊,半伽像,宝暦7年,1757,木戸町,,深諦寺境内,丸彫,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
786,65,深諦寺宝暦如意輪塔,,宝暦8年,1758,木戸町,,深諦寺境内,舟型背面、像浮彫,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
794,66,深諦寺十九夜塔,,明治15年,1882,木戸町,,深諦寺境内,柱型、文字,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
728,67,木戸阿?如来供養塔,,寛政3年,1791,木戸町,,馬場火の見下,自然石,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
872,68,木戸阿?如来供養道標,道標,寛政3年,1791,木戸町,,馬場火の見下,自然石,,高幅厚,②499⑤⑧775,多々良,,@,,15/10,0.00000000 ,0.00000000 ,,,,,,
878,69,木戸道標,道標,天保13年,1842,木戸町,東,桜木,柱型,,高幅厚,②499⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1722,70,表彰碑,,昭和5年,1930,木戸町,,赤城神社境内,,,高180幅80厚13,①,多々良,,,,20/12,0.00000000 ,0.00000000 ,,,,,,
1723,71,日露戦役記念碑,,不詳,,木戸町,,赤城神社境内,,,高292幅43厚31,①,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1724,72,合祀記念碑,,大正12年,1923,木戸町,,赤城神社境内,,,高290幅110厚22,①182,多々良,,@,,,0.00000000 ,0.00000000 ,,,,,,
819,73,休泊寛政庚申塔,,寛政12年,1800,休泊大了庵入口,,休泊大了庵入口,駒型、文字,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
830,74,相川庚申塔,,不明,,高根町,,稲荷神社境内,柱型、文字,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
789,75,源清寺念佛供養塔,坐像,天明元年,1781,高根町,,源清寺境内,丸彫,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
889,76,龍興寺不許葷酒入山門,,明和8年,1771,高根町,,龍興寺,柱型,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
738,77,龍興寺正徳道標地蔵尊,立像／道標,正徳2年,1712,高根町,,龍興寺境内,丸彫,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
818,78,相川駒型庚申塔,,寛政12年,1800,高根町,,龍興寺境内,駒型、文字,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
807,79,正徳三猿庚申塔,,正徳2年,1712,高根町,,稲荷神社境内,三猿、青面金剛像,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
808,80,稲荷三猿庚申塔,,正徳4年,1714,高根町,,稲荷神社境内,三猿、青面金剛像,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
880,81,高根山神道祖神,,寛延4年,1751,高根町,,大山祇神社,屋型石殿造(山神様),,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1726,82,村社石鳥居修繕寄附連名,,明治21年,1888,高根町,,大山祇神社境内,,,高90幅85厚16,①,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1727,83,日露戦役紀念碑,,明治39年,1906,高根町,,大山祇神社境内,,,高210幅83厚14,①,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1728,84,合祀記念碑,,大正6年,1917,高根町,,大山祇神社境内,,,高180幅90厚11,①184,多々良,,@,,18/11,0.00000000 ,0.00000000 ,,,,,,
1729,85,"大山祇神社
太山神楽　二十周年紀念",,明治43年,1910,高根町,,大山祇神社境内,,,高180幅65厚12,①,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
839,86,応永十五年板碑,,応永15年,1408,高根町,,源清寺,學禅尼,,高幅厚,②458⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
843,87,源清寺板碑（1）,,不明,,高根町,,源清寺,種子不詳,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
844,88,源清寺板碑（2）,,不明,,高根町,,源清寺,種子不詳,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
845,89,源清寺板碑（3）,,不明,,高根町,,源清寺,種子不詳,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
856,90,源清寺宝篋印塔,,不明,,高根町,,源清寺,笠部1,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
895,91,源清寺十三佛塔,,嘉永4年,1851,高根町,,源清寺,柱型,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
799,92,清五郎不動尊,,明治27年,1894,高根町,,源清寺内,自然石,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
835,93,康永二年弥陀一尊板碑,,康永2年,1343,高根町,,市立第八小学校,種子 キリーク,,高幅厚,②446⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
810,94,神明享保三猿庚申塔,,享保2年,1717,高根町,,神明神社境内,三猿、青面金剛像,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
883,95,天保湯殿山,,天保12年,1841,高根町,,山神宮,柱型,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
841,96,龍興寺弥陀板碑,,不明,,高根町,,龍興寺,種子 キリーク,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
842,97,龍興寺板碑,,不明,,高根町,,龍興寺,種子不詳,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
847,98,龍興寺宝篋印塔（1）,,寛永8年,1631,高根町,,龍興寺,,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
848,99,龍興寺宝篋印塔（2）,,寛永13年,1636,高根町,,龍興寺,,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
849,100,龍興寺宝篋印塔（3）,,寛永19年,1642,高根町,,龍興寺,,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
850,101,龍興寺宝篋印塔（4）,,明暦元年,1655,高根町,,龍興寺,塔身のみ,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
851,102,龍興寺宝篋印塔（5）,,不明,,高根町,,龍興寺,塔身のみ,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
852,103,龍興寺宝篋印塔（6）,,不明,,高根町,,龍興寺,,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
853,104,龍興寺宝篋印塔（7）,,不明,,高根町,,龍興寺,,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
854,105,龍興寺宝篋印塔（8）,,不明,,高根町,,龍興寺,,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
855,106,龍興寺宝篋印塔（9）,,不明,,高根町,,龍興寺,相輪5、笠部10、塔身6,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1494,107,阿弥陀三尊種子板碑,,文明年間,1469～1487,多々良地区,,龍興寺,種子 キリーク他,,高幅厚,②⑧958,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1556,108,阿弥陀如来種子板碑,,不明,,多々良地区,,龍興寺,種子 キリーク,,高幅厚,②,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1562,109,種子不明板碑,,不明,,多々良地区,,龍興寺,,,高幅厚,②,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
743,110,龍興寺無縁地蔵尊,座像,寛延3年,1750,高根町,,龍興寺境内,丸彫,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
749,111,龍興寺六地蔵尊,立像,安永7年,1778,高根町,,龍興寺境内,舟型背面、浮彫,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
755,112,元禄畜生馬頭尊,,元禄7年,1694,高根町,,龍興寺境内,舟型背面、像浮彫,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
759,113,寛政与惣馬頭尊,,寛政6年,1794,高根町,,龍興寺境内,厚碑型、文字,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
763,114,文政彦右衛門馬頭尊,,文政10年,1827,高根町,,龍興寺境内,厚碑型、文字,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
764,115,天保隈五郎馬頭尊,,天保6年,1835,高根町,,龍興寺境内,厚碑型、文字,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
768,116,嘉永駒型馬頭尊,,嘉永4年,1851,高根町,,龍興寺境内,駒型、文字,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
770,117,嘉永伊十郎馬頭尊,,嘉永7年,1854,高根町,,龍興寺境内,駒型、文字,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
771,118,明治饗庭馬頭尊,,明治7年,1874,高根町,,龍興寺境内,柱型、文字,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
779,119,明治縫七馬頭尊,,明治44年,1911,高根町,,龍興寺境内,柱型、文字,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
796,120,龍興寺十九夜塔,,明治22年,1889,高根町,,龍興寺境内,柱型、文字,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
805,121,龍興寺延宝庚申塔,,延宝8年,1680,高根町,,龍興寺境内,三猿、青面金剛像,,高幅厚,⑤,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1725,122,高根土地改良竣工記念碑,,昭和60年,1985,高根町,,裏,,,高137幅203厚25,①,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1730,123,表忠碑,,明治40年,1907,高根町,,保育園構内,,,高380幅35厚25,①,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1731,124,多々良農協記念碑,,昭和50年,1975,高根町,,農協支所構内,,,高135幅175厚23,①,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1432,125,阿弥陀如来種子板碑,,嘉暦元年,1326,多々良地区,,飯塚 幸四郎,種子 キリーク,,高幅厚,②,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1431,126,釈迦如来種子板碑,,正中年間,1324～1326,多々良地区,,井汲 武雄,種子 バク,,高幅厚,②,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1557,127,阿弥陀如来種子板碑,,不明,,多々良地区,,井汲 武雄,種子 キリーク,,高幅厚,②,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1558,128,釈迦如来種子板碑,,不明,,多々良地区,,井汲 武雄,種子 バク,,高幅厚,②,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1461,129,種子不明板碑,,延文6年,1361,多々良地区,,源清寺,,,高幅厚,②⑧957,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1482,130,大日如来種子板碑,,応永7年,1400,多々良地区,,源清寺,種子 バン,,高幅厚,②⑧958,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1503,131,種子不明板碑,,不明,,多々良地区,,源清寺,,,高幅厚,②,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1553,132,種子不明板碑,,不明,,多々良地区,,源清寺,,,高幅厚,②,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1554,133,種子不明板碑,,不明,,多々良地区,,源清寺,,,高幅厚,②,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1413,134,種子不明板碑,,乾元年間,1302～1303,多々良地区,,常楽寺,,,高幅厚,②,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1428,135,阿弥陀如来種子板碑,,元享3年,1323,多々良地区,,常楽寺,種子 キリーク,,高幅厚,②,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1555,136,阿弥陀如来種子板碑,,不明,,多々良地区,,常楽寺,種子 キリーク,,高幅厚,②,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1497,137,種子不明板碑,,大永3年,1523,多々良地区,,館林市,,,高幅厚,②,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1560,138,種子不明板碑,,不明,,多々良地区,,館林市,,,高幅厚,②,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1561,139,種子不明板碑,,不明,,多々良地区,,館林市,,,高幅厚,②,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1469,140,釈迦如来種子板碑,,永和3年,1377,多々良地区,,津布久 重義,種子 バク,,高幅厚,②⑧957,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1423,141,阿弥陀如来種子板碑,,正和3年,1314,多々良地区,,手嶋 利三郎,種子 キリーク,,高幅厚,②⑧955,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
1559,142,阿弥陀如来種子板碑,,不明,,多々良地区,,手嶋 利三郎,種子 キリーク,,高幅厚,②,多々良,,,,,0.00000000 ,0.00000000 ,,,,,,
