入力No.,地区No.,名称,種別,年代,西暦,所在地①,所在地②,詳細,備考,備考,参考文献,調査日,解説,写真,広報,緯度（世界）,経度（世界）,重複文献①,重複文献②,経度_度,経度_分,経度_秒,緯度_度,緯度_分,緯度_秒
939,1395,文久馬頭尊,,文久2年,1862,岡野町,,岡野共同墓地,駒型、文字,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
944,1396,岡野惣村馬頭尊,,明治10年,1877,岡野町,,岡野共同墓地,駒型、文字,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
954,1397,日露戦役馬頭尊,,明治38年,1905,岡野町,,岡野共同墓地,碑型、文字,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
978,1398,岡野十九夜塔,,明治4年,1871,岡野町,,岡野共同墓地,駒型、半肉浮彫,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
986,1399,延宝三猿庚申塔,,延宝3年,1675,岡野町,,岡野共同墓地入口,三猿、青面金剛像,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
992,1400,寛延庚申塔,,寛延元年,1748,岡野町,,岡野共同墓地入口,厚碑型、文字,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1023,1401,岡野道祖神,道標,文化元年,1804,岡野町,,川島家,柱型、神像、浮彫,,⑤,広報紙連載,,,@,0.00000000 ,0.00000000 ,,,,,,,,
1017,1402,岡野道祖神道標,道標,文化元年,1804,岡野町,,,柱型,,②⑤⑧,,,,,0.00000000 ,0.00000000 ,"市史 特別編4 P.501 No,53",市誌 歴史編 P.776 ⑲,,,,,,
791,1403,休泊如意輪供養尊,坐像,寛政2年,1790,北成島町,,休泊共同墓地,丸彫,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
891,1404,寛政普門品供養塔,,寛政8年,1796,北成島町,,休泊共同墓地,柱型,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
893,1405,大谷原開拓農民先祖の墓,,天保6年,1835,北成島町,,休泊共同墓地,柱型,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
740,1406,休泊若中念仏地蔵尊,立像,享保3年,1718,北成島町,,休泊共同墓地入口,丸彫,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
744,1407,休泊宝暦念仏地蔵尊,立像,宝暦4年,1754,北成島町,,休泊共同墓地入口,丸彫,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
881,1408,休泊道祖神,,寛政4年,1792,北成島町,,休泊大了庵入り口,石殿造,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
822,1409,大了庵萬延庚申塔,,萬延元年,1860,北成島町,,休泊大了庵入口,柱型、文字,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
733,1410,休泊十一面観世音,坐像,不明,,北成島町,,休泊墓域内,丸彫,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
784,1411,欠損馬頭尊,,不明,,北成島町,,休泊墓域内,柱型、文字,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
797,1412,休泊十九夜塔,,昭和14年,1939,北成島町,,休泊墓域内,柱型、文字,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
828,1413,休泊三猿庚申塔,,不明,,北成島町,,休泊墓域内,三猿、青面金剛像,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
885,1414,休泊正徳回国塔,,正徳元年,1711,北成島町,,休泊墓域内,柱型,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
886,1415,休泊元文回国塔,,元文6年,1741,北成島町,,休泊墓域内,柱型,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
754,1416,休泊首なし無銘地蔵尊,立像,江戸時代,,北成島町,,休泊墓地内,丸彫,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
783,1417,碑型無銘馬頭尊,,不明,,北成島町,,大了庵入口,碑型、文字,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
816,1418,寛保三猿文字庚申塔,,寛保3年,1743,北成島町,,二ッ屋,三猿,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
777,1419,彦次郎馬頭尊,,明治37年,1904,木戸町,,516-1,柱型、文字,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
793,1420,木戸道標念佛供養塔,道標,寛政10年,1798,木戸町,,679-1,柱型、文字,,⑤,広報紙連載,,,@,0.00000000 ,0.00000000 ,,,,,,,,
767,1421,中村馬頭尊,,天保13年,1842,木戸町,東,悪土馬捨場,柱型、文字,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
769,1422,馬捨場馬頭尊,,嘉永4年,1851,木戸町,東,悪土馬捨場,柱型、文字,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
785,1423,悪土馬頭尊,,不明,,木戸町,東,馬捨場,駒型、文字,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
758,1424,天明馬頭尊,,天明6年,1786,木戸町,東,馬捨場,舟型背面、像浮彫,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
897,1425,権太郎さま,,不明,,木戸町,,江中湖畔,屋型石殿造,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
806,1426,縁切橋三猿庚申塔,,延宝8年,1680,木戸町,,縁切橋南堤下,三猿、青面金剛像,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
873,1427,木戸念佛供養道標,道標,寛政10年,1798,木戸町,,木戸道東,柱型,,②⑤⑧,,,,,0.00000000 ,0.00000000 ,"市史 特別編4 P.499 No,46",市誌 歴史編 P.776 ⑱,,,,,,
834,1428,暦応三年釈迦一尊板碑,,暦応3年,1340,木戸町,,常楽寺,種子 バク,,②⑤⑧,,,,,0.00000000 ,0.00000000 ,"市史 特別編4 P.444 No,68","市誌 歴史編 P.956 No,42？",,,,,,
836,1429,延文五年釈迦一尊板碑,,延文5年,1360,木戸町,,常楽寺,種子 バク,,②⑤,,,,,0.00000000 ,0.00000000 ,"市史 特別編4 P.450 No,93",,,,,,,
838,1430,応永四年大日一尊板碑,,応永4年,1397,木戸町,,常楽寺,種子 バン,,②⑤,,,,,0.00000000 ,0.00000000 ,"市史 特別編4 P.456 No,124",,,,,,,
840,1431,明応板碑,,明応年間,1492～1500,木戸町,,常楽寺,種子不詳,,②⑤,,,,,0.00000000 ,0.00000000 ,"市史 特別編4 P.462 No,159",,,,,,,
857,1432,常楽寺宝篋印塔（1）,,寛永14年,1637,木戸町,,常楽寺,,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
858,1433,常楽寺宝篋印塔（2）,,寛文8年,1668,木戸町,,常楽寺,,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
859,1434,常楽寺宝篋印塔（3）,,延宝元年,1673,木戸町,,常楽寺,,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
860,1435,常楽寺宝篋印塔（4）,,寛保4年,1744,木戸町,,常楽寺,宝塔,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
861,1436,常楽寺宝篋印塔（5）,,不明,,木戸町,,常楽寺,相輪2、笠部4、塔身2,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
727,1437,延宝念仏阿弥陀尊,,延宝8年,1680,木戸町,,常楽寺入口,舟型背面、浮彫,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
730,1438,宝暦飯島聖観音,立像,宝暦12年,1762,木戸町,,常楽寺入口,丸彫,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
780,1439,大正山中馬頭尊,,大正6年,1917,木戸町,,常楽寺入口,碑型、文字,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
729,1440,廻国聖観音,浮彫立像,寛文10年,1670,木戸町,,常楽寺境内,舟型背面,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
747,1441,常楽寺丸彫地蔵尊,,宝暦13年,1763,木戸町,,常楽寺境内,丸彫,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
753,1442,やきもち地蔵尊,座像,不明,,木戸町,,常楽寺境内,丸彫,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
762,1443,常楽寺三面馬頭尊,,文化13年,1816,木戸町,,常楽寺境内,舟型背面、浮彫,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
790,1444,常楽寺如意輪百番供養塔,坐像,天明3年,1783,木戸町,,常楽寺境内,舟型背面、浮彫,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1719,1445,飯島祐之翁記念碑,,昭和55年,1980,木戸町,,常楽寺境内,,,①,2020/11破壊,,,,0.00000000 ,0.00000000 ,,,,,,,,
1720,1446,本堂屋根改築記念碑,,不詳,,木戸町,,常楽寺境内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1721,1447,伽藍中興記念之碑,,昭和43年,1968,木戸町,,常楽寺境内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
888,1448,即善回国塔,,明和元年,1764,木戸町,,深諦寺,駒型,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
731,1449,聖観音普門品供養,,安政2年,1855,木戸町,,深諦寺境内,丸彫、文字,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
736,1450,河島元禄地蔵尊,,元禄16年,1703,木戸町,,深諦寺境内,背面、浮彫,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
746,1451,宝暦念佛地蔵尊,半伽像,宝暦7年,1757,木戸町,,深諦寺境内,丸彫,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
786,1452,深諦寺宝暦如意輪塔,,宝暦8年,1758,木戸町,,深諦寺境内,舟型背面、像浮彫,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
794,1453,深諦寺十九夜塔,,明治15年,1882,木戸町,,深諦寺境内,柱型、文字,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
728,1454,木戸阿?如来供養塔,,寛政3年,1791,木戸町,,馬場火の見下,自然石,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
872,1455,木戸阿?如来供養道標,道標,寛政3年,1791,木戸町,,馬場火の見下,自然石,,②⑤⑧,広報紙連載,,,@,0.00000000 ,0.00000000 ,"市史 特別編4 P.499 No,45",市誌 歴史編 P.775 ⑰,,,,,,
878,1456,木戸道標,道標,天保13年,1842,木戸町,東,桜木,柱型,,②⑤,,,,,0.00000000 ,0.00000000 ,"市史 特別編4 P.499 No,51",,,,,,,
1722,1457,表彰碑,,昭和5年,1930,木戸町,,赤城神社境内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1723,1458,日露戦役記念碑,,不詳,,木戸町,,赤城神社境内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1724,1459,合祀記念碑,,大正12年,1923,木戸町,,赤城神社境内,,,①,,@,,,0.00000000 ,0.00000000 ,,,,,,,,
819,1460,休泊寛政庚申塔,,寛政12年,1800,休泊大了庵入口,,休泊大了庵入口,駒型、文字,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
830,1461,相川庚申塔,,不明,,高根町,,稲荷神社境内,柱型、文字,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
789,1462,源清寺念佛供養塔,坐像,天明元年,1781,高根町,,源清寺境内,丸彫,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
889,1463,龍興寺不許葷酒入山門,,明和8年,1771,高根町,,龍興寺,柱型,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
738,1464,龍興寺正徳道標地蔵尊,立像／道標,正徳2年,1712,高根町,,龍興寺境内,丸彫,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
818,1465,相川駒型庚申塔,,寛政12年,1800,高根町,,龍興寺境内,駒型、文字,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
807,1466,正徳三猿庚申塔,,正徳2年,1712,高根町,,稲荷神社境内,三猿、青面金剛像,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
808,1467,稲荷三猿庚申塔,,正徳4年,1714,高根町,,稲荷神社境内,三猿、青面金剛像,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
880,1468,高根山神道祖神,,寛延4年,1751,高根町,,大山祇神社,屋型石殿造(山神様),,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1726,1469,村社石鳥居修繕寄附連名,,明治21年,1888,高根町,,大山祇神社境内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1727,1470,日露戦役紀念碑,,明治39年,1906,高根町,,大山祇神社境内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1728,1471,合祀記念碑,,大正6年,1917,高根町,,大山祇神社境内,,,①,,@,,,0.00000000 ,0.00000000 ,,,,,,,,
1729,1472,"大山祇神社
太山神楽　二十周年紀念",,明治43年,1910,高根町,,大山祇神社境内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
839,1473,応永十五年板碑,,応永15年,1408,高根町,,源清寺,學禅尼,,②⑤,,,,,0.00000000 ,0.00000000 ,"市史 特別編4 P.458 No,132",,,,,,,
843,1474,源清寺板碑（1）,,不明,,高根町,,源清寺,種子不詳,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
844,1475,源清寺板碑（2）,,不明,,高根町,,源清寺,種子不詳,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
845,1476,源清寺板碑（3）,,不明,,高根町,,源清寺,種子不詳,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
856,1477,源清寺宝篋印塔,,不明,,高根町,,源清寺,笠部1,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
895,1478,源清寺十三佛塔,,嘉永4年,1851,高根町,,源清寺,柱型,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
799,1479,清五郎不動尊,,明治27年,1894,高根町,,源清寺内,自然石,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
835,1480,康永二年弥陀一尊板碑,,康永2年,1343,高根町,,市立第八小学校,種子 キリーク,,②⑤,,,,,0.00000000 ,0.00000000 ,"市史 特別編4 P.446 No,76",,,,,,,
810,1481,神明享保三猿庚申塔,,享保2年,1717,高根町,,神明神社境内,三猿、青面金剛像,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
883,1482,天保湯殿山,,天保12年,1841,高根町,,山神宮,柱型,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
841,1483,龍興寺弥陀板碑,,不明,,高根町,,龍興寺,種子 キリーク,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
842,1484,龍興寺板碑,,不明,,高根町,,龍興寺,種子不詳,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
847,1485,龍興寺宝篋印塔（1）,,寛永8年,1631,高根町,,龍興寺,,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
848,1486,龍興寺宝篋印塔（2）,,寛永13年,1636,高根町,,龍興寺,,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
849,1487,龍興寺宝篋印塔（3）,,寛永19年,1642,高根町,,龍興寺,,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
850,1488,龍興寺宝篋印塔（4）,,明暦元年,1655,高根町,,龍興寺,塔身のみ,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
851,1489,龍興寺宝篋印塔（5）,,不明,,高根町,,龍興寺,塔身のみ,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
852,1490,龍興寺宝篋印塔（6）,,不明,,高根町,,龍興寺,,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
853,1491,龍興寺宝篋印塔（7）,,不明,,高根町,,龍興寺,,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
854,1492,龍興寺宝篋印塔（8）,,不明,,高根町,,龍興寺,,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
855,1493,龍興寺宝篋印塔（9）,,不明,,高根町,,龍興寺,相輪5、笠部10、塔身6,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1494,1494,阿弥陀三尊種子板碑,,文明年間,1469～1487,多々良地区,,龍興寺,種子 キリーク他,,②⑧,,,,,0.00000000 ,0.00000000 ,"市誌 歴史編 P.958 No,97",,,,,,,
1556,1495,阿弥陀如来種子板碑,,不明,,多々良地区,,龍興寺,種子 キリーク,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1562,1496,種子不明板碑,,不明,,多々良地区,,龍興寺,,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
743,1497,龍興寺無縁地蔵尊,座像,寛延3年,1750,高根町,,龍興寺境内,丸彫,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
749,1498,龍興寺六地蔵尊,立像,安永7年,1778,高根町,,龍興寺境内,舟型背面、浮彫,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
755,1499,元禄畜生馬頭尊,,元禄7年,1694,高根町,,龍興寺境内,舟型背面、像浮彫,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
759,1500,寛政与惣馬頭尊,,寛政6年,1794,高根町,,龍興寺境内,厚碑型、文字,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
763,1501,文政彦右衛門馬頭尊,,文政10年,1827,高根町,,龍興寺境内,厚碑型、文字,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
764,1502,天保隈五郎馬頭尊,,天保6年,1835,高根町,,龍興寺境内,厚碑型、文字,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
768,1503,嘉永駒型馬頭尊,,嘉永4年,1851,高根町,,龍興寺境内,駒型、文字,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
770,1504,嘉永伊十郎馬頭尊,,嘉永7年,1854,高根町,,龍興寺境内,駒型、文字,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
771,1505,明治饗庭馬頭尊,,明治7年,1874,高根町,,龍興寺境内,柱型、文字,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
779,1506,明治縫七馬頭尊,,明治44年,1911,高根町,,龍興寺境内,柱型、文字,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
796,1507,龍興寺十九夜塔,,明治22年,1889,高根町,,龍興寺境内,柱型、文字,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
805,1508,龍興寺延宝庚申塔,,延宝8年,1680,高根町,,龍興寺境内,三猿、青面金剛像,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1725,1509,高根土地改良竣工記念碑,,昭和60年,1985,高根町,,裏,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1730,1510,表忠碑,,明治40年,1907,高根町,,保育園構内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1731,1511,多々良農協記念碑,,昭和50年,1975,高根町,,農協支所構内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1432,1512,阿弥陀如来種子板碑,,嘉暦元年,1326,多々良地区,,飯塚 幸四郎,種子 キリーク,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1431,1513,釈迦如来種子板碑,,正中年間,1324～1326,多々良地区,,井汲 武雄,種子 バク,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1557,1514,阿弥陀如来種子板碑,,不明,,多々良地区,,井汲 武雄,種子 キリーク,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1558,1515,釈迦如来種子板碑,,不明,,多々良地区,,井汲 武雄,種子 バク,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1461,1516,種子不明板碑,,延文6年,1361,多々良地区,,源清寺,,,②⑧,,,,,0.00000000 ,0.00000000 ,"市誌 歴史編 P.957 No,68",,,,,,,
1482,1517,大日如来種子板碑,,応永7年,1400,多々良地区,,源清寺,種子 バン,,②⑧,,,,,0.00000000 ,0.00000000 ,"市誌 歴史編 P.958 No,88",,,,,,,
1503,1518,種子不明板碑,,不明,,多々良地区,,源清寺,,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1553,1519,種子不明板碑,,不明,,多々良地区,,源清寺,,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1554,1520,種子不明板碑,,不明,,多々良地区,,源清寺,,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1413,1521,種子不明板碑,,乾元年間,1302～1303,多々良地区,,常楽寺,,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1428,1522,阿弥陀如来種子板碑,,元享3年,1323,多々良地区,,常楽寺,種子 キリーク,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1555,1523,阿弥陀如来種子板碑,,不明,,多々良地区,,常楽寺,種子 キリーク,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1497,1524,種子不明板碑,,大永3年,1523,多々良地区,,館林市,,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1560,1525,種子不明板碑,,不明,,多々良地区,,館林市,,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1561,1526,種子不明板碑,,不明,,多々良地区,,館林市,,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1469,1527,釈迦如来種子板碑,,永和3年,1377,多々良地区,,津布久 重義,種子 バク,,②⑧,,,,,0.00000000 ,0.00000000 ,"市誌 歴史編 P.957 No,74",,,,,,,
1423,1528,阿弥陀如来種子板碑,,正和3年,1314,多々良地区,,手嶋 利三郎,種子 キリーク,,②⑧,,,,,0.00000000 ,0.00000000 ,"市誌 歴史編 P.955 No,24",,,,,,,
1559,1529,阿弥陀如来種子板碑,,不明,,多々良地区,,手嶋 利三郎,種子 キリーク,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1492,1530,阿弥陀如来種子板碑,,文明10年,1478,多々良地区,,日向共同墓地,種子 キリーク,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1506,1531,種子不明板碑,,不明,,多々良地区,,日向共同墓地,,,②⑧,,,,,0.00000000 ,0.00000000 ,"市誌 歴史編 P.958 No,96?",,,,,,,
1509,1532,種子不明板碑,,不明,,多々良地区,,日向共同墓地,,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1739,1533,竣工記念碑,,不詳,,松沼町,,公園内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
869,1534,成島寛延道標,道標,寛延元年,1748,成島町,,1060,柱型,第二資料館に移設,②⑤,広報紙連載,,,@,0.00000000 ,0.00000000 ,"市史 特別編4 P.499 No,42",,,,,,,
824,1535,新井文字庚申塔,,大正6年,1917,成島町,,2133,自然石、文字,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
826,1536,天神文字庚申塔,,昭和2年,1927,成島町,,2133,自然石、文字,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
846,1537,駒宮弥陀板碑,,不明,,成島町,,赤土墓地,種子 キリーク,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
782,1538,成島玉石馬頭尊,,昭和24年,1949,成島町,,飯塚 久四郎,玉石、文字,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1742,1539,開墾碑,,昭和8年,1933,成島町,,休泊墓地敷地内,,,①,,@,,,0.00000000 ,0.00000000 ,,,,,,,,
1743,1540,大谷休泊之碑,,昭和4年,1929,成島町,,休泊墓地敷地内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
802,1541,大谷大黒天,,不明,,成島町,,大谷神社境内,丸彫,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1744,1542,館林市多々良土地改良区完成記念碑,,昭和51年,1976,成島町,,大谷神社境内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1745,1543,日露戦役紀念碑,,明治39年,1906,成島町,,大谷神社境内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1746,1544,参拝記念,,大正6年,1917,成島町,,大谷神社境内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1747,1545,大谷休泊翁合祀紀念碑,,昭和61年,1986,成島町,,大谷神社境内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1748,1546,大東亜戦争戦歿者記念碑,,昭和62年,1987,成島町,,大谷神社境内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1749,1547,合祀紀念碑,,明治42年,1909,成島町,,大谷神社境内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1750,1548,大谷神社五拾年改修記念碑,,昭和32年,1957,成島町,,大谷神社境内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1751,1549,地蔵尊移転増築記念,,昭和8年,1933,成島町,,小蓋集会所構内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
756,1550,安全子育道標馬頭尊,道標,正徳5年,1715,成島町,富士北,観音堂内,舟型背面、像浮彫,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
482,1551,元弘板碑,,元弘3年,1333,成島町,,菊池 新作,出所：谷田川河床、湟槃経第三、上下部欠,,②④,,,,,0.00000000 ,0.00000000 ,"市史 特別編4 P.442 No,56",,,,,,,
761,1552,文化馬頭尊,坐像,文化10年,1813,成島町,,小蓋公民館,柱型、文字,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
787,1553,小蓋十九夜塔,坐像,宝暦11年,1761,成島町,,小蓋公民館,丸彫,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
800,1554,小蓋不動明王,,不明,,成島町,,小蓋公民館,厚碑型、浮彫,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
814,1555,元文庚申塔,,元文5年,1740,成島町,,小蓋公民館,直線舟型、文字,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
823,1556,萬延碑型庚申塔,,萬延元年,1860,成島町,,小蓋公民館,碑型、文字,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
868,1557,小蓋公民館宝篋印塔,,明和9年,1772,成島町,,小蓋公民館,宝珠欠,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
884,1558,文久湯殿山,,文久3年,1863,成島町,,小蓋公民館,碑型,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
890,1559,小蓋普門品供養塔,,天明2年,1782,成島町,,小蓋公民館,柱型,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
751,1560,小蓋西共同墓地,立像,寛政9年,1797,成島町,,小蓋西共同墓地,丸彫,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
809,1561,天神正徳庚申塔,,正徳5年,1715,成島町,,白山神社境内,三猿、青面金剛像,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
811,1562,天神享保庚申塔,,享保5年,1720,成島町,,白山神社境内,三猿、青面金剛像,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
812,1563,天神白山庚申塔,,享保9年,1724,成島町,,白山神社境内,三猿、青面金剛像,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
892,1564,天神普門品供養塔,,文化7年,1810,成島町,,白山神社境内,柱型,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
801,1565,天神帰命弁財天,,享保17年,1732,成島町,,城山神社前,柱型、文字,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
742,1566,成島延享念佛地蔵尊,半伽尊,延享3年,1746,成島町,,成島小蓋公民館,地蔵,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
827,1567,猿田彦大神命,,昭和9年,1934,成島町,小蓋西,野村商店前,猿田彦大神命,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
